Title,Year,Director,Studio,Genre
Dabangg 2,2012,Arbaaz Khan,"Eros International , Arbaaz Khan Production, Stellar Films","Action , Comedy"

Table No. 21,2013,Aditya Datt,"Eros International , JA Entertainment, Rampage Motion Pictures","Thriller,Drama"
Dehraadun Diary,2013,Milind Ukey,,Thriller
Meri Shadi Karao,2013,Syed Noor,Gurdeep Singh Mehndi,Comedy
Matru Ki Bijlee Ka Mandola,2013,Vishal Bhardwaj,"Fox Star Studios , VB Pictures",Comedy
Pyaar Mein Aisa Hota Hai,2013,Rajesh Kumar,,Thriller
Gangoobai,2013,Priya Krishnaswamy,,Drama
Inkaar,2013,Sudhir Mishra,"Viacom18 Motion Pictures , Tipping Point Films","Romance , Crime"
Mumbai Mirror,2013,Ankush Bhatt,,Action
Bandook,2013,Aditya Om,,Crime
Race 2,2013,Abbas–Mustan,"UTV Motion Pictures , Tips Industries","Action , Thriller"
Akaash Vani,2013,Luv Ranjan,Wide Frame Pictures,Romance
Main Krishna Hoon,2013,Rajiv S. Ruia,"Eros International , Fact Enterprises, JC Film Vision","Animation,Musical"
Deewana Main Deewana,2013,,,"Romance,Thriller,Comedy"
David,2013,Bejoy Nambiar,"Reliance Entertainment , Getaway Pictures",Crime
Vishwaroopam,2013,Kamal Haasan,Raaj Kamal Films International,Action
Mai...,2013,Mahesh Kodiyal,,"Drama,Family"
Listen... Amay,2013,Avinash Kumar Singh,,Drama
Special 26,2013,Neeraj Pandey,"Viacom18 Motion Pictures , Wide Frame Pictures, Friday Filmworks","Crime, Drama, History, Thriller"
ABCD: Any Body Can Dance,2013,Remo D'Souza,UTV Spotboy,"Drama,Music"
The Unsound,2013,Alok Shrivastava,,Thriller
Jayantabhai Ki Luv Story,2013,Vinnil Markan,,"Comedy , Romance"
Murder 3,2013,Vishesh Bhatt,"Fox Star Studios , Vishesh Films",Thriller
Kai Po Che!,2013,Abhishek Kapoor,UTV Motion Pictures,Drama
Zila Ghaziabad,2013,Anand Kumar,,Action
"I, Me Aur Main",2013,Kapil Sharma,,"Romance , Comedy"
Bloody Isshq,2013,Arup Dutta,,"Romance,Thriller"
The Attacks of 26/11,2013,Ram Gopal Varma,"Eros International , Alumbra Entertainment","Action,Thriller,Crime"
"Saheb, Biwi Aur Gangster Returns",2013,Tigmanshu Dhulia,"Viacom18 Motion Pictures , BrandSmith Motion Pictures, Moving Pictures, Tigmanshu Dhulia Films","Drama , Thriller"
Saare Jahaan Se Mehnga,2013,Anshul Sharma,,"Satire,Comedy"
3G - A Killer Connection,2013,"Shantanu , Sheershak Anand","Eros International , Next Gen Films","Romance , Thriller"
Asab Bosana Mera Story Hai,2013,"Shoresa Khan, Herisa Sharma",,"Comedy,Sport"
Mere Dad Ki Maruti,2013,Ashima Chibber,,Comedy
Jolly LLB,2013,Subhash Kapoor,Fox Star Studios,"Comedy,Satire"
Rangrezz,2013,Priyadarshan,Pooja Entertainment,Action
The Adventures of Sinbad,2013,"Shinjan Neogi , Abhishek Panchal",,Adventure
Sona Spa,2013,Makarand Deshpande,,Drama
Himmatwala,2013,Sajid Khan,"UTV Motion Pictures , Pooja Entertainment","Action , Comedy"
Chashme Baddoor,2013,David Dhawan,Viacom18 Motion Pictures,"Comedy , Romance"
Nautanki Saala,2013,Rohan Sippy,"T-Series Films , Ramesh Sippy Entertainment","Comedy , Romance"
Commando: A One Man Army,2013,Dilip Ghosh,"Reliance Entertainment , Sunshine Pictures","Action,Romance"
Ek Thi Daayan,2013,Kannan Iyer,"Balaji Motion Pictures , ALT Entertainment, VB Pictures",Horror
Aashiqui 2,2013,Mohit Suri,"T-Series Films , Vishesh Films","Musical , Romance"
Shree,2013,Rajesh Bachchani,,Thriller
Shootout at Wadala,2013,Sanjay Gupta,"Balaji Motion Pictures, White Feather Films","Crime , Thriller"
Bombay Talkies,2013,"Anurag Kashyap , Karan Johar , Zoya Akhtar , Dibakar Banerjee","Viacom18 Motion Pictures , Flying Unicorn Entertainment, Dharma Productions , DBP, Excel Entertainment , AKFPL , Sikhya Entertainment",Anthology
Chhota Bheem and the Throne of Bali,2013,Rajiv Chilaka,Green Gold Animation,Animation
Savita Bhabhi,2013,Puneet Agarwal,,Animation
Go Goa Gone,2013,"Raj Nidimoru , Krishna D.K.","Eros International , Illuminati Films , d2r Films",Comedy
Gippi,2013,Sonam Nair,"UTV Motion Pictures , Dharma Productions","Comedy, Drama"
Aurangzeb,2013,Atul Sabharwal,Yash Raj Films,"Drama, Action"
I Don't Luv U,2013,Amit Kasaria,,"Romance, Drama"
Beehad - The Ravines,2013,Krishna Mishra,,Drama
Ishkq in Paris,2013,Prem Raj,,Romance
Hum Hai Raahi Car Ke,2013,Jyotin Goel,,"Romance, Comedy"
Zindagi 50-50,2013,Rajiv S. Ruia,,"Comedy, Drama"
Yeh Jawaani Hai Deewani,2013,Ayan Mukerji,"UTV Motion Pictures , Dharma Productions","Romance, Comedy"
Yamla Pagla Deewana,2013,Sangeeth Sivan,,"Comedy , Action"
Mere Haule Dost,2013,Nitin Raghunath,,"Comedy, Drama"
Fukrey,2013,Mrigdeep Singh Lamba,Excel Entertainment,"Comedy , Thriller"
Ankur Arora Murder Case,2013,Suhail Tatari,,Thriller
Raanjhanaa,2013,Anand L. Rai,"Eros International , Colour Yellow Productions",Romance
Enemmy,2013,Ashu Trikha,,Action
Shortcut Romeo,2013,Susi Ganeshan,,"Romance,Thriller"
Hai Golmaal In White House,2013,Salar Sheikh,,"Comedy,Drama"
Ghanchakkar,2013,Rajkumar Gupta,UTV Motion Pictures,"Comedy , Thriller"
Lootera,2013,Vikramaditya Motwane,"Balaji Motion Pictures, Phantom Films","Romance , Thriller"
Policegiri,2013,K. S. Ravikumar,,Action
Bhaag Milkha Bhaag,2013,Rakeysh Omprakash Mehra,"Viacom18 Motion Pictures , ROMP Pictures",Biography
Sixteen,2013,Raj Purohit,,Drama
Boyss Toh Boyss Hai,2013,Amit Vats,,Comedy
Shorts,2013,"Shlok Sharma, Siddharth Gupt, Anirban Roy, Rohit Pandey, Neeraj Ghaywan","PVR Pictures , AKFPL , Tumbhi, The Globe Hunters, Open Cafe Productions Flms, Lemon Tree Films, Om Cine Arts",Anthology
Ramaiya Vastavaiya,2013,Prabhudeva,Tips Industries,"Comedy, Romance"
D Day,2013,Nikhil Advani,"Wave Cinemas, Essel Vision Productions , Dar Motion Pictures, Emmay Entertainment","Action, Drama"
Ship of Theseus,2013,Anand Gandhi,"Fortissimo Films, UTV Motion Pictures , Recyclewala Films",Drama
Issaq,2013,Manish Tiwary,"Pen Studios , Parmahans Creations, Dhaval Gada Productions","Romance , Drama"
Bajatey Raho,2013,Shashant Shah,"Eros International , MSM Motion Pictures",Comedy
Luv U Soniyo,2013,Joe Rajan,"Viacom18 Motion Pictures , Tipping Point Films, 52 Weeks Entertainment, Odyssey Corporation, Harvey India Productions",Romance
Nasha,2013,Amit Saxena,,"Drama, Romance"
Rabba Main Kya Karoon,2013,Amrit Sagar Chopra,,Comedy
Chor Chor Super Chor,2013,K. Rajesh,,Comedy
B.A. Pass,2013,Ajay Bahl,,Drama
Calapor,2013,Dinesh P. Bhonsle,,"Thriller, Drama"
Love in Bombay,2013,Joy Mukherjee,,Romance
Chennai Express,2013,Rohit Shetty,"UTV Motion Pictures , Red Chillies Entertainment","Comedy , Action"
Once Upon ay Time in Mumbai Dobaara!,2013,Milan Luthria,Balaji Motion Pictures,"Crime , Romance"
Madras Cafe,2013,Shoojit Sircar,"Viacom18 Motion Pictures , JA Entertainment, Rising Sun Films","Action, Drama, Thriller"
Satyagraha,2013,Prakash Jha,"UTV Motion Pictures , Prakash Jha Productions",Thriller
Zanjeer,2013,Apoorva Lakhia,"Reliance Entertainment, Prakash Mehra Productions, Flying Turtle Films, Rampage Motion Pictures","Action , Thriller"
Shuddh Desi Romance,2013,Maneesh Sharma,Yash Raj Films,Romance
Zindagi Jalebi,2013,Karan Kashyap,,Comedy
Siddharth,2013,Richie Mehta,,Drama
Grand Masti,2013,Indra Kumar,"Eros International , Maruti International","Action,Comedy"
John Day,2013,Ahishor Solomon,,Thriller
Horror Story,2013,Ayush Raina,,Horror
Phata Poster Nikhla Hero,2013,Rajkumar Santoshi,Tips Industries,"Romance, Comedy, Action"
The Lunchbox,2013,Ritesh Batra,"Sony Pictures Classics , UTV Motion Pictures , Dharma Productions , DAR Motion Pictures , NFDC , Essel Vision Productions , Sikhya Entertainment , AKFPL , The Match Factory, Rohfilm, ASAP Films",Drama
Warning,2013,Gurmmeet Singh,"Eros International , Alumbra Entertainment, Benaras Media Works",Thriller
Maazii,2013,Jaideep Chopra,,"Suspense,Thriller"
Prague,2013,Ashish R Shukla,,"Horror,Mystery,Thriller, Romance"
Super Model,2013,Navin Batra,,Drama
Besharam,2013,Abhinav Kashyap,"Viacom18 Motion Pictures , Red Chillies Entertainment","Comedy , Action"
War Chhod Na Yaar,2013,Faraz Haider,,"War,Comedy"
Baat Bann Gayi,2013,Shuja Ali,,Comedy
Ekk Thee Sanam,2013,Monish Kaushal,,Drama
Paapi - Ek Satya Katha,2013,Aziz Sejawal,,Crime
Boss,2013,Anthony D'Souza,"Viacom18 Motion Pictures , Cape of Good Films , Ashwin Varde Production",Masala
Shahid,2013,Hansal Mehta,"UTV Spotboy , AKFPL , Bohra Bros","Drama , Biography"
Wake Up India,2013,Babloo Seshadri,, Drama
Amdavad Junction,2013,Apurv Bajpai,,"Crime,Drama"
Dilli Gang,2013,Ashish Tyagi,,Crime
Mickey Virus,2013,Saurabh Varma,"DAR Motion Pictures, Awesome Films, Trilogic Media","Comedy,Thriller"
Ishk Actually,2013,Anish Khanna,,Romance
Sooper Se Ooper,2013,Shekhar Ghosh,"Reliance Entertainment , Jigsaw Pictures",Comedy
Krrish 3,2013,Rakesh Roshan,FilmKraft Productions,"Superhero, Action, Adventure, Sci-Fi"
Satya 2,2013,Ram Gopal Varma,"Mammoth Media & Entertainment, Sreshth Media, LR Media",Crime
Rajjo,2013,Vishwas Patil,,Romance
Goliyon Ki Raasleela Ram-Leela,2013,Sanjay Leela Bhansali,"Eros International , Bhansali Productions","Romance,Drama"
Kaand: Black Scandal,2013,Santosh K. Gupta,,Drama
Gori Tere Pyaar Mein,2013,Punit Malhotra,"Reliance Entertainment , Dharma Productions","Romance , Comedy"
Singh Saab The Great,2013,Anil Sharma,"Pen Studios , Alumbra Entertainment",Action
Bullett Raja,2013,Tigmanshu Dhulia,"Fox Star Studios , Moving Pictures, BrandSmith Motion Pictures","Comedy , Crime , Romance"
R... Rajkumar,2013,Prabhu Deva,"Viacom18 Motion Pictures , Eros International","Action , Romance"
Jackpot,2013,Kaizad Gustad,Viking Media & Entertainment,"Thriller , Comedy"
What the Fish,2013,Gurmmet Singh,"Viacom18 Motion Pictures , Tipping Point Films, Light Forms Pictures",Drama
Dhoom 3,2013,Vijay Krishna Acharya,Yash Raj Films,Action

Mr Joe B. Carvalho,2014,Samir Tiwari,,Comedy
19th January,2014,Sanjay Amar,,Drama
Sholay 3D,2014,Ramesh Sippy,"UTV Motion Pictures , Pen Studios , Ramesh Sippy Entertainment","Action,Adventure"
Dedh Ishqiya,2014,Abhishek Chaubey,,"Comedy,Drama,Romance"
Yaariyan,2014,Divya Khosla Kumar,T-Series Films,Romance
Karle Pyaar Karle,2014,Rajesh Pandey,,Romance
Miss Lovely,2014,Ashim Ahluwalia,,Drama
Om-Dar-B-Dar,2014,Kamal Swaroop,,"Comedy, Drama, Thriller"
Paranthe Wali Gali,2014,Sachin Gupta,,"Romance, Comedy"
Strings of Passion,2014,Sanghamitra Chaudhari,,Drama
Jai Ho,2014,Sohail Khan,"Eros International , Sohail Khan Productionz","Action,Comedy"
One by Two,2014,Devika Bhagat,"Viacom18 Motion Pictures , Cynozure Networkz, IE Films","Romance,Comedy"
Babloo Happy Hai,2014,Nila Madhab Panda,,Comedy
Hasee Toh Phasee,2014,Vinil Mathew,"Reliance Entertainment , Dharma Productions , Phantom Films","Romance,Comedy"
Heartles,2014,Shekhar Suman,,Thriller
Ya Rab,2014,Hasnain Hyderabadwala,,"Action, Crime, Drama"
Gunday,2014,Ali Abbas Zafar,Yash Raj Films,Action
Kaho Na Kaho,2014,Sanjay Niranjan,,Drama
Darr @ the Mall,2014,Pawan Kripalani,"MSM Motion Pictures, Contiloe Entertainment",Horror
Dee Saturday Night,2014,Jay Prakash,,Drama
Gulabi Gang,2014,Nishtha Jain,,Documentary
Highway,2014,Imtiaz Ali,"UTV Motion Pictures , Nadiadwala Grandson Entertainment , Window Seat Films","Drama,Romance"
Karar: The Deal,2014,Sabir,,Thriller
Pyar Ka Live Show,2014,Shailendra Singh Rajput,,Drama
The Dark Secrets Of Tonhi,2014,Shiraz Henry,,"Drama,Action"
Anuradha,2014,Raju Mavani,,Drama
Shaadi Ke Side Effects,2014,Saket Chaudhary,"Balaji Motion Pictures , Pritish Nandy Communications","Romance,Comedy"
Akela The Alone,2014,Abrar Qazi,,Horror
Gulaab Gang,2014,Soumik Sen,,"Action, Drama"
Queen,2014,Vikas Bahl,"Viacom18 Motion Pictures , Phantom Films","Romance,Drama"
Total Siyapaa,2014,E Niwas,"Reliance Entertainment , AKA Picture Company, Friday Filmworks","Drama,Comedy"
Bewakoofiyaan,2014,Nupur Asthana,Yash Raj Films,Romance
Neighbours,2014,Shyam Ramsay,,Horror
W,2014,Tarun Madan Chopra,,Thriller
Ankhon Dekhi,2014,Rajat Kapoor,"Mithya Talkies, Drishyam Films",Comedy
Gang of Ghosts,2014,Satish Kaushik,,"Horror,Comedy"
Lakshmi,2014,Nagesh Kukunoor,,Drama
Ragini MMS 2,2014,Bhushan Patel,"Balaji Motion Pictures , ALT Entertainment",Horror
Dishkiyaoon,2014,Sanamjit Talwar,"Eros International , Essential Sport & Media",Action
O Teri,2014,Umesh Bist,Reel Life Productions,Comedy
Station,2014,Saad Khan,,Thriller
Youngistaan,2014,Syed Ahmad Afzal,"MSM Motion Pictures, Pooja Entertainment , PVR Pictures",Drama
Ebn-E-Batuta,2014,Varun Middha,,"Sci-Fi ,Comedy"
Honour Killing,2014,Avtar Bhogal,,"Drama, Romance"
Jai,2014,Girish Malik,,"Drama,Fantasy"
Main Tera Hero,2014,David Dhawan,Balaji Motion Pictures,Comedy
Bhoothnath Returns,2014,Nitesh Tiwari,"T-Series Films , B.R. Studios",Fantasy
2 States,2014,Abhishek Varman,"UTV Motion Pictures , Dharma Productions , Nadiadwala Grandson Entertainment",Romance
Dekh Tamasha Dekh,2014,Feroz Abbas Khan,"Eros International , Bombay Local Pictures",Comedy
Lucky Kabootar,2014,Shammi Chhabra,,"Romance,Comedy"
Kaanchi: The Unbreakable,2014,Subhash Ghai,Mukta Arts,"Musical ,Drama"
Revolver Rani,2014,Sai Kabir,,Drama
Samrat & Co.,2014,Kaushik Ghatak,,"Mystery,Thriller,Drama"
Purani Jeans,2014,Tanuj Virwani,"Eros International, Next Gen Films","Romance,Drama"
Kya Dilli Kya Lahore,2014,Vijay Raaz,,"Drama, History, War"
Angry Young Man,2014,Ramesh Rout,,Action
Kahin Hai Mera Pyar,2014,Mahesh Vaijnath Doijode,,Romance
Hawaa Hawaai,2014,Amole Gupte,"Fox Star Studios, Amole Gupte Cinema",Drama
Khwaabb,2014,Zaid Ali Khan,,"Romance,Drama"
Koyelaanchal,2014,Ashu Trikha,,Action
Manjunath,2014,Sandeep A. Varma,"Viacom18 Motion Pictures , NFDC , Icomo",Drama
Mastram,2014,Akhilesh Jaiswal,"Bohra Bros, Jar Pictures","Biography, Drama"
Yeh Hai Bakrapur,2014,Janaki Vishwanathan,,Comedy
The Xposé,2014,Ananth Narayan Mahadevan,HR Musik,Thriller
Children of War,2014,Mrityunjay Devvrat,,Drama
M3 - Midsummer Midnight Mumbai,2014,Braj Bhushan,,Mystery
Heropanti,2014,Sabbir Khan,"UTV Motion Pictures , Nadiadwala Grandson Entertainment","Romance,Action"
CityLights,2014,Hansal Mehta,"Fox Star Studios , Vishesh Films",Drama
Kuku Mathur Ki Jhand Ho Gayi,2014,Aman Sachdeva,"Balaji Motion Pictures , ALT Entertainment, Getaway Pictures",Comedy
Filmistaan,2014,Nitin Kakkar,"UTV Spotboy, Satellite Pictures",Comedy
Holiday: A Soldier Is Never Off Duty,2014,A.R. Murugadoss,"Reliance Entertainment , Hari Om Entertainment , Cape of Good Films , Cinema Capital Venture Fund, Sunshine Pictures","Action,Thriller"
Fugly,2014,Kabir Sadanand,Grazing Goat Pictures,"Comedy,Drama"
Machhli Jal Ki Rani Hai,2014,Debaloy Dey,,Horror
Humshakals,2014,Sajid Khan,"Fox Star Studios , Pooja Entertainment","Comedy , Drama ,Romance"
Ek Villain,2014,Mohit Suri,Balaji Motion Pictures,"Romance,Thriller"
Bobby Jasoos,2014,Samar Shaikh,"Reliance Entertainment, Born Free Entertainment","Comedy,Drama"
Lekar Hum Deewana Dil,2014,Arif Ali,"Eros International , Illuminati Films , Maddock Films","Romance,Comedy"
Humpty Sharma Ki Dulhania,2014,Shashank Khaitan,"Reliance Entertainment , Dharma Productions","Romance,Comedy"
Munna Mange Memsaab,2014,Shareeph Mansuri Saranawala,,Comedy
Hate Story 2,2014,Vishal Pandya,T-Series Films,Thriller
Bazaar-E-Husn,2014,Ajay Mehra,,Drama
Riyasat,2014,Ashok Tyagi,,"Drama,Action"
Amit Sahni Ki List,2014,Ajay Bhuyan,,"Romance,Comedy"
Pizza,2014,Akshay Akkineni,"UTV Spotboy , Getaway Pictures",Horror
Kick,2014,Sajid Nadiadwala,"UTV Motion Pictures , Nadiadwala Grandson Entertainment","Action,Comedy"
Entertainment,2014,Sajid-Farhad,,Comedy
Finding Fanny,2014,Homi Adajania,"Fox Star Studios, Maddock Films","Adventure, Comedy, Drama"
Singham Returns,2014,Rohit Shetty,"Reliance Entertainment , Devgn Films , Rohit Shetty Picturez",Action
Life is Beautiful!,2014,Manoj Amarnani,,Romance
Mad About Dance,2014,Saahil Prem,,Dance
Mardaani,2014,Pradeep Sarkar,Yash Raj Films,"Drama,Action"
Mumbhai Connection,2014,Atlanta Nagendra,,Comedy
Raja Natwarlal,2014,Kunal Deshmukh,UTV Motion Pictures,Thriller
Mary Kom,2014,Omung Kumar,"Viacom18 Motion Pictures, Bhansali Productions",Drama
Creature,2014,Vikram Bhatt,T-Series Films,Horror
Daawat-e-Ishq,2014,Habib Faisal,Yash Raj Films,"Comedy,Drama"
Khoobsurat,2014,Shashanka Ghosh,"Walt Disney Pictures , UTV Motion Pictures , Anil Kapoor Films Company","Romance,Comedy"
3 A.M.,2014,Vishal Mahadkar,,Horror
Chaarfutiya Chhokare,2014,Manish Harishankar,,Thriller
Desi Kattey,2014,Anand Kumar,,"Drama,Action"
Meinu Ek Ladki Chaahiye,2014,Abhishek Bindal,, Satire	
Balwinder Singh Famous Ho Gaya,2014,Sunil Agnihotri,,Comedy
Bang Bang!,2014,Siddharth Anand,Fox Star Studios,"Action,Romance"
Haider,2014,Vishal Bhardwaj,"UTV Motion Pictures , VB Pictures",Drama
Spark,2014,V. K. Singh,,Drama
Jigariyaa,2014,Raj Purohit,,Romance
Ekkees Toppon Ki Salaami,2014,Ravindra Gautam,,Comedy
Tamanchey,2014,Navneet Behal,,"Crime,Romance"
Finding Fanny,2014,Homi Adajania,"Fox Star Studios, Maddock Films","Comedy, Drama, Romance"
Mumbai 125 KM,2014,Hemant Madhukar,,Horror
Sonali Cable,2014,Charudutt Acharya,,"Comedy,Drama"
Happy New Year,2014,Farah Khan,"Yash Raj Films , Red Chillies Entertainment","Action ,Comedy"
Fireflies,2014,Sabal Singh Sheikhawat,,Drama
Roar: Tigers of the Sundarbans,2014,Kamal Sadanah,,"Drama,Action"
Super Nani,2014,Indra Kumar,Maruti International,Drama
Rang Rasiya,2014,Ketan Mehta,,Drama
A Decent Arrangement,2014,Sarovar Banka,,Drama
The Shaukeens,2014,Abhishek Sharma,"Cine1 Studios, Cape of Good Films , Ashwin Varde Productions",Comedy
6 – 5 = 2,2014,Bharat Jain,,"Horror, Thriller"
Kill Dil,2014,Shaad Ali,Yash Raj Films,"Romance,Drama"
Gollu Aur Pappu,2014,Kabir Sadanand,"Viacom18 Motion Pictures , Tipping Point Films, Frog Unlimited",Comedy
Happy Ending,2014,Raj Nidimoru and Krishna DK,"Eros International , Illuminati Films , d2r Films","Romance,Comedy"
Titoo MBA,2014,Amit Vats,,"Romance,Comedy"
Hum Hai Teen Khurafaati (हम हैं तीन खुराफाती),2014,Rajeshwar Chauhan,,Comedy
Ungli,2014,Rensil D'Silva,"Reliance Entertainment , Dharma Productions",Drama
Zed Plus,2014,Chandraprakash Dwivedi,,Drama
Zid,2014,Vivek Agnihotri,"Eros International, Baba Arts","Crime, Romance, Thriller"
Action Jackson,2014,Prabhu Deva,,"Comedy,Action"
Bhopal: A Prayer for Rain,2014,Ravi Kumar,"Revolver Entertainment , Sahara Movie Studios , Rising Star Entertainment, GFM Films",Drama
Mumbai Delhi Mumbai,2014,Satish Rajwade,"Viacom18 Motion Pictures , Tipping Point Films",Drama
Sulemani Keeda,2014,Amit Masurkar,,"Comedy, Romance"
Badlapur Boys,2014,Shailesh Verma,,Sport
Life Mein Twist Hai,2014,Dinesh Soni,,"Drama,Romance"
LUV...Phir Kabhie,2014,Ajay Yadav,,Drama
Main Aur Mr. Riight,2014,Adeeb Rais,,"Comedy,Romance"
Objection My God,2014,Amit Khan,,Comedy
Room – The Mystery,2014,Faizal Khan,,"Suspense,Thriller"
PK,2014,Rajkumar Hirani,"UTV Motion Pictures , Vinod Chopra Films , Rajkumar Hirani Films","Comedy,Drama"
Ugly,2014,Anurag Kashyap,"DAR Motion Pictures , Phantom Films",Thriller

International Hero,2015,Sanjay Niranjan,,Drama
Mumbai Can Dance Saala,2015,Sachindra Sharma,,Thriller
Take It Easy,2015,Sunil Prem Vyas,,Drama
Tevar,2015,Amit Sharma,"Eros International , MAD Entertainment, Naresh Agarwal Films, Sanjay Kapoor Entertainment","Action , Romance"
Alone,2015,Bhushan Patel,Panorama Studios,Horror
Crazy Cukkad Family,2015,Ritesh Menon,,Comedy
Sharafat Gayi Tel Lene,2015,Gurmmeet Singh,,"Comedy, Thriller"
Baby,2015,Neeraj Pandey,"T-Series Films , Friday Filmworks , Cape of Good Films , Crouching Tiger Motion Pictures",Thriller
Dolly Ki Doli,2015,Abhishek Dogra,,"Romance, Comedy"
Chal Guru Ho Ja Shuru,2015,Manoj Sharma,,Comedy
Hawaizaada,2015,Vibhu Puri,"Reliance Entertainment , Trilogic Media, Film Farmers",Drama
Khamoshiyan,2015,Karan Dara,"Fox Star Studios , Vishesh Films",Horror
Rahasya,2015,Manish Gupta,"Viacom18 Motion Pictures , UVI Film Productions",Mystery
Jai Jawaan Jai Kisaan,2015,Milan Ajmera,,Drama
Shamitabh,2015,R. Balki,"Eros International , Hope Productions",Drama
MSG: The Messenger,2015,"Gurmeet Ram Rahim Singh , Jeetu Arora",,"Action , Drama"
Roy,2015,Vikramjit Singh,T-Series Films,"Romance, Thriller"
Badlapur,2015,Sriram Raghavan,"Eros International , Maddock Films","Action , Thriller"
Qissa,2015,Anup Singh,,"History, Drama"
Ab Tak Chhappan 2,2015,Aejaz Gulab,,"Crime , Drama"
Dum Laga Ke Haisha,2015,Sharat Katariya,Yash Raj Films,Comedy
Badmashiyaan,2015,Amit Khanna,,"Romance, Comedy"
Coffee Bloom,2015,Manu Warrier,,"Romance, Drama"
Dirty Politics,2015,K. C. Bokadia,,Drama
Hey Bro,2015,Ajay Chandhok,,"Comedy, Action"
NH10,2015,Navdeep Singh,"Eros International , Clean Slate Filmz , Phantom Films",Thriller
Dilliwali Zaalim Girlfriend,2015,Japinder Kaur,,Comedy
Hunterrr,2015,Harshavardhan Kulkarni,"Shemaroo Entertainment , Falco, Bala Industries & Entertainment, Tailormade Films, Phantom Films",Comedy
Barkhaa,2015,Shadaab Mirza,,Romance
Yahaan Sabki Lagi Hai,2015,"Satavisha Bose, Cyrus R. khambhata",,"Comedy, Drama"
Detective Byomkesh Bakshy!,2015,Dibakar Banerjee,"Yash Raj Films, DBP",Thriller
Luckhnowi Ishq,2015,Aanand Raut,,Romance
Dharam Sankat Mein,2015,Fuwad Khan,"Viacom18 Motion Pictures , Trigno Media",Drama
Ek Paheli Leela,2015,Bobby Khan,"T-Series Films , Paper Doll Entertainment",Drama
