Title,Year,Director,Studio,Genre
Mohenjo Daro,2016,Ashutosh Gowariker,"UTV Motion Pictures , Ashutosh Gowariker Productions","Action, Drama, History"
Rustom,2016,Tinu Suresh Desai,"Zee Studios , KriArj Entertainment , Cape of Good Films , Plan C Studios","Romance,Thriller"
Happy Bhag Jayegi,2016,Mudassar Aziz,"Eros International , Colour Yellow Productions",Comedy
Waarrior Savitri,2016,Param Gill,Dr. Bob's Productions,Action
A Flying Jatt,2016,Remo D'Souza,Balaji Motion Pictures,"Superhero,Action,Comedy"
Akira,2016,A.R. Murugadoss,"Fox Star Studios, A.R. Murugadoss Productions","Action,Drama"
Yea Toh Two Much Ho Gayaa,2016,Anwer Khan,,"Action,Drama"
Island City,2016,Ruchika Oberoi,NFDC,Drama
Baar Baar Dekho,2016,Nitya Mehra,"Eros International , Dharma Productions , Excel Entertainment","Drama,Romance"
Freaky Ali,2016,Sohail Khan,Sohail Khan Productionz,"Comedy,Sport"
Ek Kahani Julie Ki,2016,Aziz Zee,Chetna Entertainment,Thriller
Raaz: Reboot,2016,Vikram Bhatt,"T-Series Films , Vishesh Films",Horror
Pink,2016,Aniruddha Roy Chowdhury,"Rashmi Sharma Films, Rising Sun Films",Drama
Parched,2016,Leena Yadav,"Seville International , Reliance Entertainment , Devgn Films , Shivalaya Entertainment, Blue Waters Motion Pictures, Airan Consultants, Ashlee Films, Marlylebone Entertainment",Drama
Banjo,2016,Ravi Jadhav,Eros International,"Comedy,Drama"
Days of Tafree,2016,Krishnadev Yagnik,"Anand Pandit Motion Pictures, Rashmi Sharma Films",Comedy
Wah Taj,2016,Ajit Sinha,"Pen Studios , Pun Films, Spyderwave Films","Comedy, Drama"
M.S. Dhoni: The Untold Story,2016,Neeraj Pandey,"Fox Star Studios , Inspired Entertainment, Friday Filmworks","Biography,Sport"
Mirzya,2016,Rakeysh Omprakash Mehra,"Cinestaan Film Company, ROMP Pictures","Drama,Romance"
MSG: The Warrior Lion Heart,2016,"Gurmeet Ram Rahim Singh , Honeypreet Insan",Hakikat Entertainment,Adventure
Tutak Tutak Tutiya,2016,A. L. Vijay,"Prabhu Deva Studios, Pooja Entertainment, Skakti Sagar Productions","Comedy, Horror"
Anna,2016,Shashank Udapurkar,,Biography
Motu Patlu: King of Kings,2016,Suhas D. Kadavand,"Viacom18 Motion Pictures , Nickelodeon , Maya Digital Studios, Cosmos Maya","Animation,Comedy,Adventure"
Beiimaan Love,2016,Rajeev Chaudhary,,Thriller
Saat Uchakkey,2016,Sanjeev Sharma,"Wave Cinemas, Crouching Tiger Motion Pictures, Friday Filmworks",Comedy
Fuddu,2016,Sunil Subramani,,Drama
Aakhir Kab Tak,2016,Mithilesh Avinash,,Drama
Final Cut of Director,2016,Bharathiraja,,Thriller
Love Day - Pyaar Ka Din,2016,"Sandeep Choudhary , Harish Kotian",,"Comedy,Thriller"
Umrika,2016,Prashant Nair,Drishyam Films,Drama
31st October,2016,Shivaji Lotan Patil,,"Drama,Thriller"
My Father Iqbal,2016,Suzad Iqbal Khan,,Drama
Shivaay,2016,Ajay Devgn,"Reliance Entertainment , Pen Studios , NH Studioz, Devgn Films","Drama,Action"
Ae Dil Hai Mushkil,2016,Karan Johar,"Fox Star Studios , Dharma Productions",Drama
Chaar Sahibzaade: Rise of Banda Singh Bahadur,2016,Harman Baweja,,Animation
Dongri Ka Raja,2016,Hadi Ali Abrar,,"Action,Thriller"
Ishq Junoon,2016,Sanjay Sharma,,"Romance, Thriller"
Rock On 2,2016,Sujaat Saudagar,"Eros International , Excel Entertainment",Drama
Tum Bin II,2016,Anubhav Sinha,"T-Series Films , Benaras Mediaworks",Romance
Force 2,2016,Abhinay Deo,"Viacom 18 Motion Pictures, JA Entertainment, Cinema Capital Venture Fund, Sunshine Pictures",Action
Dear Zindagi,2016,Gauri Shinde,"Reliance Entertainment , Red Chillies Entertainment , Dharma Productions , Hope Productions",Drama
Saansein,2016,Rajiv S. Ruia,GPA Productions,"Romance,Horror"
Moh Maya Money,2016,Munish Bharadwaj,Delhi Talkies,"Crime, Drama"
Kahaani 2: Durga Rani Singh,2016,Sujoy Ghosh,"Pen Studios, Boundscript",Thriller
Befikre,2016,Aditya Chopra,Yash Raj Films,Romance
Wajah Tum Ho,2016,Vishal Pandya,T-Series Films,"Romance,Drama"
Dangal,2016,Nitesh Tiwari,"Walt Disney Pictures , UTV Motion Pictures , Aamir Khan Productions","Action, Biography, Drama"

Prakash Electronic,2017,,"Shri Wardhman Movie Ventures, Himalayan Dreams, Prachi Movies India",Comedy
Haraamkhor,2017,Shlok Sharma,"Sikhya Entertainment, Khusro Films","Comedy, Crime"
Ok Jaanu,2017,Shaad Ali,"Fox Star Studios , Madras Talkies , Dharma Productions","Romance, Drama"
Coffee with D,2017,Vishal Mishra,Apex Entertainment,"Comedy, Crime"
Kaabil,2017,Sanjay Gupta,Filmkraft Productions Pvt. Ltd,"Action, Thriller"
Raees,2017,Rahul Dholakia,"Red Chillies Entertainment , Excel Entertainment","Crime, Action"
Hind Ka Napak Ko Jawab: MSG Lion Heart 2,2017,"Gurmeet Ram Rahim Singh, Honeypreet Insan",Hakikat Entertainment Pvt. Ltd.,"Action, Drama"
Jolly LLB 2,2017,Subhash Kapoor,Fox Star Studios,Drama
"U, Me Aur Ghar",2017,Abhay Chhabra,Web Talkies,"Romance,Drama"
The Great Leader Kanshiram,2017,Arjun Singh,Arjun Singh Films,Drama
Running Shaadi,2017,Amit Roy,"Crouching Tiger Motion Pictures, Rising Sun Films",Comedy
The Ghazi Attack,2017,Sankalp Reddy,"Dharma Productions , Matinee Entertainment, PVP Cinema",Action
Irada,2017,Aparnaa Singh,Irada Entertainment,"Thriller, Drama"
Chauhar,2017,Raghubeer Singh,Dinkar's Film Productions,Romance
Rangoon,2017,Vishal Bhardwaj,"Viacom 18 Motion Pictures , Nadiadwala Grandson Entertainment , Vishal Bhardwaj Pictures","War, Drama"
Wedding Anniversary,2017,Shekhar S Jha,V K Productions,"Romance, Thriller"
Mona Darling,2017,Shashi Sudigala,First Ray Films,Thriller
Commando 2,2017,Deven Bhojani,"Pen Studios, Sunshine Pictures",Action
Jeena Isi Ka Naam Hai,2017,Keshhav Panneriy,Bibia Films Pvt. Ltd.,"Romance, Drama"
Badrinath Ki Dulhania,2017,Shashank Khaitan,"Fox Star Studios , Dharma Productions","Romance, Comedy"
Aa Gaya Hero,2017,Dipankar Senapati,Mangal Tara T.V & Films,"Action, Comedy"
Trapped,2017,Vikramaditya Motwane,Phantom Films,"Drama, Thriller"
Mantra,2017,Nicholas Kharkongor,"Nikhil Chaudhary, Filmart Productions, North East Films, Shri Production, Zenyth Media House","Drama, Family"
Machine,2017,Abbas–Mustan,"Pen India Limited , Aid Films, Abbas-Mustan Productions","Romance, Thriller"
Phillauri,2017,Anshai Lal,"Fox Star Studios , Clean Slate Films","Romance, Comedy"
Bhanwarey,2017,Shaurya Singh,Sudha Creations,Comedy
Anaarkali of Aarah,2017,Avinash Das,Promodome Motion Pictures,Drama
Naam Shabana,2017,Shivam Nair,"T-Series Films , Cape Of Good Films, Reliance Entertainment , Friday Filmworks","Action,Thriller"
Poorna: Courage Has No Limit,2017,Rahul Bose,"PVR Pictures , Rahul Bose Productions",Adventure
Laali Ki Shaadi Mein Laaddoo Deewana,2017,Manish Harishankar,Star Entertainment Worldwide,"Romance,Drama"
Mirza Juuliet,2017,Rajesh Ram Singh,"Green Apple Media, Falansha Media Private Limited, Shemaroo Entertainment","Romance,Action"
Mukti Bhawan,2017,Shubhashish Bhutiani,Red Carpet Moving Pictures,Drama
Saanjh,2017,Ajay Saklani,Silent Hills Studio,Drama
Begum Jaan,2017,Srijit Mukherji,"Vishesh Films , Shree Venkatesh Films , Play Entertainments","Action, Drama, History"
Romeo-N-Bullet,2017,Aditya Kumar,Jay Shree Ram Productions,Romance
Noor,2017,Sunhil Sippy,"T-Series Films , Abundantia Entertainment","Comedy,Drama"
Ek Thi Rani Aisi Bhi,2017,Gulbahar Singh,Rajmata Vijayaraje Scindia Smirit Trust,Biography
Maatr,2017,Ashtar Sayed,CDB Musical Production,"Thriller,Drama"
Ajab Singh Ki Gajab Kahani,2017,Rishi Prakash Mishra,"Shree Triveni Films International, Basmati Creations","Thriller,Drama"
Mantostaan,2017,Mantostaan,,"Anthology,Drama"
Meri Pyaari Bindu,2017,Akshay Roy,Yash Raj Films,Romance
Sarkar 3,2017,Ram Gopal Varma,"Eros International, Wave Cinemas, Raju Chadha Films, Alumbra Entertainment, A Company Product, Amitabh Bachchan Corporation","Crime,Drama"
Half Girlfriend,2017,Mohit Suri,"Balaji Motion Pictures , Chetan Bhagat Entertainment, ALT Entertainment","Romance,Drama"
Jattu Engineer,2017,"Gurmeet Ram Rahim Singh , Honeypreet Insan",Hakikat Entertainment Pvt. Ltd.,Comedy
Hindi Medium,2017,Saket Chaudhary,"T-Series Films , Maddock Films","Comedy,Drama"
Chakallaspur,2017,Rajnish Jaiswal,Kiran Jaiswal Productions,"Romance,Drama"
Sachin: A Billion Dreams,2017,James Erskine,200 NotOut Productions,Biography
Thodi Thodi Si Manmaaniyan,2017,Aditya Sarpotdar,"NH 8 Production, Jumping Tomato & Marketing Pvt Ltd","Romance,Drama"
A Death in the Gunj,2017,Konkona Sen Sharma,"PVR Pictures, Studioz IDrream, MacGuffin Pictures","Crime,Drama"
Hanuman: Da' Damdaar,2017,Ruchi Narain,R.A.T Films (IP: Percept Pictures),Animation
Sweetiee Weds NRI,2017,Hasnain Hyderabadwala,"Asmiy Entertainment, Grand Motion Picture","Romance,Comedy"
Dobaara: See Your Evil,2017,Prawaal Raman,"Relativity Media , Intrepid Pictures , B4U Films , Zahhak Films",Horror
Flat 211,2017,Sunil Sanjan,Ajha Global Entertainment,"Suspense,Mystery"
Dear Maya,2017,Sunaina Bhatnagar,"Wave Cinemas, Bake My Cake Films","Thriller,Drama"
Raabta,2017,Dinesh Vijan,"T-Series Films , Maddock Films","Romance,Thriller"
Behen Hogi Teri,2017,Ajay K Pannalal,OddBall Motion Pictures,"Romance,Comedy"
Bachche Kachche Sachche,2017,Ravi Sadasiv,,Drama
Love You Family,2017,Sachindra Sharma,Khushi Motion Pictures,Drama
G Kutta Se,2017,Rahul Dahiya,SFE International Full Frame Entertainment Pvt. Ltd.,Drama
Bank Chor,2017,Bumpy,Y-Films,"Comedy,Thriller"
Tubelight,2017,Kabir Khan,"Salman Khan Films , Kabir Khan Films","Action,Drama"
Ek Haseena Thi Ek Deewana Tha,2017,Suneel Darshan,Shree Krishna International,Romance
Mom,2017,Ravi Udyawar,"Zee Studios, BSK Network & Entertainment, MAD Films, Naresh Agarwal Films, Third Eye Pictures","Thriller,Drama"
Guest iin London,2017,Ashwni Dhir,Panorama Studios,Comedy
Jagga Jasoos,2017,Anurag Basu,"Walt Disney Pictures , UTV Motion Pictures , Picture Shuru Entertainment, Ishana Movies","Comedy,Romance"
Shab,2017,Onir,"WSG Pictures, Anticlock Films",Drama
Lipstick Under My Burkha,2017,Alankrita Shrivastava,"ALT Entertainment , Prakash Jha Productions, Balaji Motion Pictures","Comedy, Drama"
Munna Michael,2017,Sabbir Khan,"Eros International , Next Gen Films","Action,Romance"
Raag Desh,2017,Tigmanshu Dhulia,Rajya Sabha TV,"Action, Drama, History"
Indu Sarkar,2017,Madhur Bhandarkar,Bharat Shah,Drama
Mubarakan,2017,Anees Bazmee,"Sony Pictures Networks Productions , Cine1 Studios, Mark Production","Comedy,Romance"
Gurgaon,2017,Shanker Raman,"Hashtag Film Studios, M R Filmworks, JAR Pictures","Crime, Thriller"
Jab Harry Met Sejal,2017,Imtiaz Ali,Red Chillies Entertainment,Romance
Toilet: Ek Prem Katha,2017,Shree Narayan Singh,"Viacom 18 Motion Pictures , KriArj Entertainment, Plan C Studios , Cape of Good Films","Comedy,Drama"
Partition: 1947,2017,Gurinder Chadha,"IFC Films , Pathé , Reliance Entertainment , BBC Films , Ingenious Media , British Film Institute , Bend It Films",Drama
Bareilly Ki Barfi,2017,Ashwini Iyer Tiwari,"Junglee Pictures , BR Studios","Comedy,Romance"
Shreelancer,2017,Sandeep Mohan,"Tiranga Pictures, The Great Indian Travelling Cinema",Drama
A Gentleman,2017,Raj and D.K.,"Fox Star Studios , d2r Films","Action,Romance"
Babumoshai Bandookbaaz,2017,Kushan Nandy,Movies By The Mob & KNKSPL,Action
Yadvi – The Dignified Princess,2017,Jyoti Singh,RVP Productions,Drama
Qaidi Band,2017,Habib Faisal,Yash Raj Films,"Musical,Drama"
Sniff,2017,Amole Gupte,"Eros International , Trinity Pictures, Amole Gupte Cinema","Comedy,Adventure"
Baadshaho,2017,Milan Luthria,"Mangal Murti Films, Cinekorn Entertainment, T-Series Films, Vertex Motion Pictures","Action,Adventure,Thriller"
Shubh Mangal Saavdhan,2017,R. S. Prasanna,"Eros International , Colour Yellow Productions","Drama,Comedy"
Poster Boys,2017,Shreyas Talpade,"Sony Pictures Networks Productions , Sunny Sounds, Affluence Movies",Comedy
Daddy,2017,Ashim Ahluwalia,Kundalini Entertainment,"Crime,Drama"
Simran,2017,Hansal Mehta,"T-Series Films , Karma Features, Adarsh Telemedia, Paramhans Creations",Drama
Lucknow Central,2017,Ranjit Tiwari,"Viacom 18 Motion Pictures , Emmay Entertainment",Drama
Patel Ki Punjabi Shaadi,2017,Sanjay Chhel,"Bholenath Movies, Cinekorn Entertainment","Comedy,Drama"
Newton,2017,Amit Masurkar,"Eros International , Drishyam Films, Colour Yellow Productions",Comedy
Bhoomi,2017,Omung Kumar,"T-Series Films , Legend Studios","Action,Drama"
The Final Exit,2017,Dhwanil Mehta,Mars Entertainment,Horror
JD,2017,Shailendra Pandey,Shailendra Pandey Films,"Drama,Thriller"
Haseena Parkar,2017,Apoorva Lakhia,Swiss Entertainment,Biography
Judwaa 2,2017,David Dhawan,"Fox Star Studios , Nadiadwala Grandson Entertainment","Action,Comedy"
ISIS: Enemies of Humanity,2017,Yuvraj Kumar,Mars Entertainment,Horror
Tu Hai Mera Sunday,2017,Milind Dhaimade,Love & Faith,"Romance, Comedy"
Chef,2017,Raja Krishna Menon,"T-Series Films , Abundantia Entertainment, Bandra West Pictures",Comedy
Babuji Ek Ticket Bambai,2017,Arvind Tripathi,Harikripa Films, Drama
Main Terrorist Nahi Hoon,2017,Arjin Uppal,,Action
Ranchi Diaries,2017,Sattwik Mohanty,Coconut Motion Pictures,"Drama,Thriller"
Secret Superstar,2017,Advait Chandan,"Zee Studios , Aamir Khan Productions","Musical,Drama"
Golmaal Again,2017,Rohit Shetty,"Reliance Entertainment , Mangal Murti Films, Rohit Shetty Picturez",Comedy
Jia aur Jia,2017,Howard Rosemeyer,Bluefox Motion Pictures Pvt Ltd.,Drama
Rukh,2017,Atanu Mukherjee,"Eros International , Drishyam Films",Drama
Ittefaq,2017,Abhay Chopra,"Red Chillies Entertainment, Dharma Productions, B.R Films",Thriller
The House Next Door,2017,Milind Rau,"Viacom 18 Motion Pictures , Etaki Entertainment",Horror
Rbbbon,2017,Rakhee Sandilya,Red Cart Films,Drama
Shaadi Mein Zaroor Aana,2017,Ratnaa Sinha,Vikrant Studios,"Romance,Drama"
Qarib Qarib Singlle,2017,Tanuja Chandra,"Zee Studios , Jar Pictures","Romance,Comedy"
The Window,2017,VK Choudhary,"Adamant Pictures, Milestone Creations & Era Films","Suspense, Thriller"
Aksar 2,2017,Ananth Narayan Mahadevan,Siddhi Vinayak Creations,Thriller
Panchlait,2017,Prem Prakash Modi,Funtime Entertainment,"Romance, Comedy"
Tumhari Sulu,2017,Suresh Triveni,"T-Series Films , Ellipsis Entertainment","Comedy, Drama"
Dil Jo Na Keh Saka,2017,Naresh Lalwani,Diyas Productions,"Romance, Drama"
A Daughter's Tale Pankh,2017,Premraaj,,Action
Julie 2,2017,Deepak Shivdasani,Triumph Talkies, Thriller
Ajji,2017,Devashish Makhija,Yoodlee Films,Drama
Kadvi Hawa,2017,Nila Madhab Panda,Drishyam Films,Drama
Saankal,2017,Dedipya Joshii,Pisceann Pictures,Drama
Tera Intezaar,2017,Raajeev Waalia,Bageshree Films,"Romance,Thriller"
Firangi,2017,Rajiv Dhingra,K9 Films,Comedy
Fukrey Returns,2017,Mrighdeep Singh Lamba,Excel Entertainment,Comedy
Game Over,2017,Paresh Vinodray Savani,"Dream Machine, Koning Entertainment & Dream International","Suspense,Thriller"
Sallu Ki Shaadi,2017,Mohammad Israr Ansari,"Aman Film Production, Angel's Production, Brosis Production House, Worldwide Records","Comedy,Drama"
Monsoon Shootout,2017,Amit Kumar,"Fortissimo Films, Moving Pictures, Yaffle Films, Sikhya Entertainment , AKFPL , Fission Features, Pardesi Films, DAR Motion Pictures , Arte","Crime,Thriller"
Tiger Zinda Hai,2017,Ali Abbas Zafar,Yash Raj Films,"Action,Drama"

1921,2018,Vikram Bhatt,"Reliance Entertainment, LoneRanger Productions, Motion Picture Capital, Uniseller Production"," Horror, Mystery, Romance"
Kaalakaandi,2018,Akshat Verma,"Cinestaan Film Company, Flying Unicorn Entertainment, Immoral Police","Comedy,Thriller"
Mukkabaaz,2018,Anurag Kashyap,"Eros International, Colour Yellow Productions","Drama,Sport"
Phir Se...,2018,Kunal Kohli,Bombay Film Company,Romance
My Birthday Song,2018,Samir Soni,Kahwa entertainment,Thriller
Vodka Diaries,2018,Kushal Srivastava,K'Scope Entertainment Pvt Ltd & Vishalraj Films & Production Pvt Ltd,"Mystery,Thriller"
Nirdosh,2018,Pradeep Rangwani,UV Films,Thriller
Union Leader,2018,Sanjay Patel,,Drama
Padmaavat,2018,Sanjay Leela Bhansali,"Paramount Pictures , Viacom 18 Motion Pictures , Bhansali Productions","War, Drama, History"
Pad Man,2018,R. Balki,"Mrs Funnybones Movies, Columbia Pictures, KriArj Entertainment, Cape of Good Films, Hope Productions","Comedy, Drama"
Love per Square Foot,2018,Anand Tiwari,"RSVP Movies , Netflix","Comedy, Romance"
Aiyaary,2018,Neeraj Pandey,"Plan C Studios , Reliance Entertainment , Pen Studios , Motion Picture Capital, Friday Filmworks","Action, Crime, Drama, Thriller"
Kuchh Bheege Alfaaz,2018,Onir,Yoodlee Films,"Romance, Drama"
Jaane Kyun De Yaaron,2018,Akshay Anand,"NeelRishiFilms, Theatre King",Drama
Sonu Ke Titu Ki Sweety,2018,Luv Ranjan,"T-Series Films , Luv Films","Comedy, Romance"
Pari,2018,Prosit Roy,"Clean Slate Films, KriArj Entertainment, Kyta Productions","Fantasy, Horror, Mystery"
Veerey Ki Wedding,2018,Ashu Trikha,Panorama Studios,"Romance,Comedy"
Hate Story IV,2018,Vishal Pandya,T-Series Films,"Crime, Drama, Thriller"
Dil Juunglee,2018,Aleya Sen,Pooja Entertainment,"Comedy, Romance"
3 Storeys,2018,Arjun Mukerjee,"B4U Motion Pictures, Excel Entertainment, Open Air Films",Drama
Raid,2018,Raj Kumar Gupta,"T-Series Films , Panorama Studios","Action, Crime, Drama"
Hichki,2018,Siddharth P Malhotra,Yash Raj Films,"Comedy, Drama"
Shaadi Teri Bajayenge Hum Band,2018,Gurpreet Sondh,Rangrezaa Films,Comedy
Baaghi 2,2018,Ahmed Khan,"Fox Star Studios , Nadiadwala Grandson Entertainment","Action, Crime, Drama"
Blackmail,2018,Abhinay Deo,"T-Series Films, RDP Motion Pictures","Comedy, Thriller"
Missing,2018,Mukul Abhyankar,"Anand Pandit Motion Pictures, Sri Adhikari Brothers, Friday Filmworks, Abundantia Entertainment","Drama, Mystery, Thriller"
October,2018,Shoojit Sircar,"Rising Sun Films , Kino Works","Drama, Romance"
Mercury,2018,Karthik Subbaraj,"Pen Studios, Stone Bench Films","Horror, Sci-Fi, Thriller"
Zoo,2018,Shlok Sharma,Bahadur Films,Drama
Beyond the Clouds,2018,Majid Majidi,"Zee Studios , Namah Pictures",Drama
Nanu Ki Jaanu,2018,Faraz Haider,Inbox Pictures,"Comedy, Drama, Horror"
Daas Dev,2018,Sudhir Mishra,"Saptrishi Cinevision, Storm Motion Pictures","Drama, Thriller"
Meri Nimmo,2018,M.M Shanklya,"Eros International, Colour Yellow Productions",Drama
102 Not Out,2018,Saumya Joshi,"Sony Pictures India, Treetop Entertainment, Benchmark Pictures","Comedy, Drama"
Omerta,2018,Hansal Mehta,"Swiss Entertainment, Karma Features","Action, Biography, Crime"
Raazi,2018,Meghna Gulzar,"Junglee Pictures , Dharma Productions","Action, Drama, Thriller"
Hope Aur Hum,2018,Sudip Bandyopadhyay,"PVR Pictures, Thumbnail Pictures","Comedy, Drama, Family"
Falooda,2018,Dhiraj Singh,"Vaibav laxmi Films, Shree S.J Entertainment, Dev Gayatri Entertainment",Comedy
High Jack,2018,Akash Khurana,"Phantom Films , Viu",Comedy
Khajoor Pe Atke,2018,Harsh Chhaya,Welcome Friends Production,Comedy
Parmanu: The Story Of Pokhran,2018,Abhishek Sharma,"Zee Studios , Kyta Productions, Pooja Entertainment, JA Entertainment","Action, Drama, History"
Bioscopewala,2018,Deb Medhekar,Fox Star Studios,Drama
Veere Di Wedding,2018,Shashanka Ghosh,"Balaji Motion Pictures, Anil Kapoor Film & Communication Network, Saffron Broadcast & Media",Comedy
Bhavesh Joshi Superhero,2018,Vikramaditya Motwane,"Eros International, Phantom Films","Action, Crime, Drama"
Phamous,2018,Karan Lalit Butani,Vidisha Productions Pvt. Ltd.,"Comedy, Crime, Drama"
Race 3,2018,Remo D'Souza,"Salman Khan Films , Tips Industries","Action, Crime, Thriller"
Lust Stories,2018,"Anurag Kashyap , Karan Johar , Zoya Akhtar , Dibakar Banerjee","RSVP Movies, Flying Unicorn Entertainment, Excel Entertainment, Monsoon Media & Entertainment, Dharma Productions, Netflix","Romance,Drama"
Sanju,2018,Rajkumar Hirani,"Fox Star Studios , Vinod Chopra Films , Rajkumar Hirani Films","Biography, Comedy, Drama"
Hanuman vs Mahiravana,2018,Ezhil Vendan,Green Gold Animations,Animation
Soorma,2018,Shaad Ali,"Sony Pictures Networks Productions , CS Films","Biography, Drama, Sport"
When Obama Loved Osama,2018,Sudhish Kumar Sharma,Shape Entertainment,Comedy
Dhadak,2018,Shashank Khaitan,"Zee Studios, Dharma Productions","Drama, Romance"
"Saheb, Biwi Aur Gangster 3",2018,Tigmanshu Dhulia,"Raju Chadha Films, Rahul Mittra Films, Jar Pictures , Wave Cinemas","Action, Crime, Drama"
Nawabzaade,2018,Jayesh Pradhan,Remo D'Souza Entertainment,"Comedy, Romance"
Fanney Khan,2018,Atul Manjrekar,"T-Series Films , RSVP Movies, Viacom 18 Motion Pictures","Comedy, Drama, Musical"
Mulk,2018,Anubhav Sinha,"Soham Rockstar Entertainment, Benaras Mediaworks",Drama
Brij Mohan Amar Rahe!,2018,Nikhil Bhatt,"Yoodlee Films, Netflix","Comedy, Crime, Drama"
Laxmi and Tikli Bomb,2018,Aditya Kripalani,Mumba Devi Motion Pictures,Drama
Karwaan,2018,Akarsh Khurana,RSVP Movies,"Comedy, Drama, Adventure"
Gold,2018,Reema Kagti,Excel Entertainment,"Biography, Drama, Sport"
Satyameva Jayate,2018,Milap Zaveri,"T-Series Films, Emmay Entertainment","Action, Crime, Drama"
Genius,2018,Anil Sharma,Soham Rockstar Entertainment,"Action, Thriller"
Happy Phirr Bhag Jayegi,2018,Mudassar Aziz,"Eros International, Colour Yellow Productions",Comedy
Toba Tek Singh,2018,Ketan Mehta,Maya Movies,"Drama, History"
Yamla Pagla Deewana: Phir Se,2018,Navaniat Singh,"Sunny Sounds, Intercut Entertainment, Pen Studios , Soham Rockstar Entertainment",Comedy
Stree,2018,Amar Kaushik,"Maddock Films, D2R Films, Jio Studios","Comedy, Horror"
Once Again,2018,Kanwal Sethi,"Neufilm, JAR Pictures, Crawling Angel Films, Ascending Films","Romance,Drama"
Paltan,2018,J. P. Dutta,"Zee Studios , JP Films","Action, Drama, History"
Laila Majnu,2018,Sajid Ali,"Balaji Motion Pictures, Pi Films","Romance, Drama"
Gali Guleiyan,2018,Dipesh Jain,PVR Pictures,"Drama,Thriller"
Halkaa,2018,Nila Madhab Panda,"Shiv Nadar Foundation, Akshay Parija Productions, Eleeanora Images","Drama,Family"
Manmarziyaan,2018,Anurag Kashyap,"Eros International , Colour Yellow Productions , Phantom Films","Comedy, Drama, Romance"
Love Sonia,2018,Tabrez Noorani,"Tamasha Talkies, Samraaj Talkies, India Take One Productions, Cinemantra Entertainment & Media, Dynasty Consulting Group, Prime Focus, Womark/Noorani Productions",Drama
Mitron,2018,Nitin Kakar,Abundantia Entertainment,Comedy
Batti Gul Meter Chalu,2018,Shree Narayan Singh,"T-Series Films , Krti Pictures",Drama
Manto,2018,Nandita Das,"HP Studios, FilmStoc, Viacom18 Motion Pictures, Nandita Das Initiatives","Biography, Drama"
Ishqeria,2018,Prerna Wadhawan,Swarp Films & Yen Movies,"Comedy, Romance"
Sui Dhaaga,2018,Sharat Katariya,Yash Raj Films,"Comedy, Drama"
Pataakha,2018,Vishal Bhardwaj,"Kyta Productions, B4U Motion Pictures, Vishal Bhardwaj Films","Action, Comedy, Drama"
Loveyatri,2018,Abhiraj Minawala,Salman Khan Films,"Romance,Drama,Music"
Andhadhun,2018,Sriram Raghavan,"Viacom18 Motion Pictures, Matchbox Pictures","Crime, Mystery, Thriller"
Jalebi,2018,Pushpdeep Bhardwaj,"Vishesh Films , Viacom18 Motion Pictures","Romance,Drama"
Helicopter Eela,2018,Pradeep Sarkar,"Pen Studios, Devgn Films",Drama
FryDay,2018,Abhishek Dogra,"Inbox Pictures, PVR Pictures","Comedy,Drama"
Tumbbad,2018,Rahi Anil Barve,"Eros International, Soham Shah Films, Colour Yellow Productions, Film i Väst, Filmgate Films","Drama, Fantasy, Horror"
Namaste England,2018,Vipul Shah,"Pen Studios , Reliance Entertainment , Blockbuster Movie Entertainers","Comedy, Drama, Romance"
Badhaai Ho,2018,Amit Ravindernath Sharma,"Junglee Pictures, Chrome Pictures","Drama,Comedy"
Baazaar,2018,Gauravv K. Chawla,"Viacom18 Motion Pictures , Kyta Productions, B4U Motion Pictures, Emmay Entertainment","Crime, Drama, Thriller"
5 Weddings,2018,Namrata Singh Gujral,Uniglobe Entertainment,"Comedy, Drama, Romance"
Kaashi in Search of Ganga,2018,Dhiraj Kumar,Insite India,Thriller
Dassehra,2018,Manish Vatsalya,Rash Production,Thriller
Thugs of Hindostan,2018,Vijay Krishna Acharya,Yash Raj Films,"Action, Adventure"
Mohalla Assi,2018,Chandraprakash Dwivedi,Crossword Entertainment Pvt. Ltd.,"Comedy, Drama"
Pihu,2018,Vinod Kapri,Crossword Entertainment Pvt. Ltd.,"Drama, Thriller"
Hotel Milan,2018,Vishal Mishra,AD Films,"Comedy, Drama"
Tigers,2018,Danis Tanović,"Sikhya Entertainment , A.S.A.P. Films",Drama
Bhaiaji Superhit,2018,Neerraj Pathak,Metro Movies,"Drama,Comedy,Action"
2.0,2018,S Shankar,"Dharma Productions , Lyca Productions","Action, Sci-Fi, Thriller"
Rajma Chawal,2018,Leena Yadav,"SaarthiE Entertainment, Netflix","Comedy, Drama, Family"
Kedarnath,2018,Abhishek Kapoor,"RSVP Movies, Guy in the Sky Pictures","Drama, Romance"
Ascharyachakit!,2018,Samit Kakkad,"Yoodlee Films , Samit Kakkad Films","Drama, Romance"
Zero,2018,Aanand L. Rai,"Red Chillies Entertainment , Colour Yellow Productions","Drama, Romance,Comedy"
Simmba,2018,Rohit Shetty,"Reliance Entertainment , Dharma Productions , Rohit Shetty Picturez","Action, Crime, Drama"

Salt Bridge,2019,Abhijit Deonath,Fillearth,Drama
Cabaret,2019,Kaustav Narayan Niyogi,"T-Series Films , Fisheye Network","Drama, Musical, Thriller"
Uri: The Surgical Strike,2019,Aditya Dhar,"RSVP Movies , B62 Studios","Action, Drama, History"
